InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
580720,22295,HEART FILIGREE DOVE LARGE,4,05-12-2011 16:55,1.65,14629,United Kingdom
580720,22296,HEART IVORY TRELLIS LARGE,2,05-12-2011 16:55,1.65,14629,United Kingdom
580720,22219,LOVEBIRD HANGING DECORATION WHITE ,2,05-12-2011 16:55,0.85,14629,United Kingdom
580720,22595,GINGHAM HEART DECORATION,6,05-12-2011 16:55,0.85,14629,United Kingdom
580720,22338,STAR DECORATION PAINTED ZINC ,6,05-12-2011 16:55,0.19,14629,United Kingdom
580720,21592,RETROSPOT CIGAR BOX MATCHES ,1,05-12-2011 16:55,0.39,14629,United Kingdom
580720,23439,HAND WARMER RED LOVE HEART,1,05-12-2011 16:55,2.1,14629,United Kingdom
580720,22866,HAND WARMER SCOTTY DOG DESIGN,2,05-12-2011 16:55,2.1,14629,United Kingdom
580720,23503,PLAYING CARDS KEEP CALM & CARRY ON,6,05-12-2011 16:55,1.25,14629,United Kingdom
580720,22395,PAPERWEIGHT VINTAGE PAISLEY,2,05-12-2011 16:55,0.39,14629,United Kingdom
580720,23439,HAND WARMER RED LOVE HEART,1,05-12-2011 16:55,2.1,14629,United Kingdom
580720,22865,HAND WARMER OWL DESIGN,1,05-12-2011 16:55,2.1,14629,United Kingdom
580720,22867,HAND WARMER BIRD DESIGN,1,05-12-2011 16:55,2.1,14629,United Kingdom
580720,35961,FOLKART ZINC HEART CHRISTMAS DEC,1,05-12-2011 16:55,0.85,14629,United Kingdom
580720,21411,GINGHAM HEART  DOORSTOP RED,2,05-12-2011 16:55,1.95,14629,United Kingdom
580720,22496,SET OF 2 ROUND TINS DUTCH CHEESE,3,05-12-2011 16:55,0.79,14629,United Kingdom
580720,22495,SET OF 2 ROUND TINS CAMEMBERT ,3,05-12-2011 16:55,0.79,14629,United Kingdom
581586,22061,LARGE CAKE STAND  HANGING STRAWBERY,8,09-12-2011 12:49,2.95,13113,United Kingdom
581586,23275,SET OF 3 HANGING OWLS OLLIE BEAK,24,09-12-2011 12:49,1.25,13113,United Kingdom
581586,21217,RED RETROSPOT ROUND CAKE TINS,24,09-12-2011 12:49,8.95,13113,United Kingdom
581586,20685,DOORMAT RED RETROSPOT,10,09-12-2011 12:49,7.08,13113,United Kingdom
581587,22631,CIRCUS PARADE LUNCH BOX ,12,09-12-2011 12:50,1.95,12680,France
581587,22556,PLASTERS IN TIN CIRCUS PARADE ,12,09-12-2011 12:50,1.65,12680,France
581587,22555,PLASTERS IN TIN STRONGMAN,12,09-12-2011 12:50,1.65,12680,France
581587,22728,ALARM CLOCK BAKELIKE PINK,4,09-12-2011 12:50,3.75,12680,France
581587,22727,ALARM CLOCK BAKELIKE RED ,4,09-12-2011 12:50,3.75,12680,France
581587,22726,ALARM CLOCK BAKELIKE GREEN,4,09-12-2011 12:50,3.75,12680,France
581587,22730,ALARM CLOCK BAKELIKE IVORY,4,09-12-2011 12:50,3.75,12680,France
581587,22367,CHILDRENS APRON SPACEBOY DESIGN,8,09-12-2011 12:50,1.95,12680,France
581587,22629,SPACEBOY LUNCH BOX ,12,09-12-2011 12:50,1.95,12680,France
581587,23256,CHILDRENS CUTLERY SPACEBOY ,4,09-12-2011 12:50,4.15,12680,France
581587,22613,PACK OF 20 SPACEBOY NAPKINS,12,09-12-2011 12:50,0.85,12680,France
581587,22899,CHILDREN'S APRON DOLLY GIRL ,6,09-12-2011 12:50,2.1,12680,France
581587,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,09-12-2011 12:50,4.15,12680,France
581587,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,09-12-2011 12:50,4.15,12680,France
581587,22138,BAKING SET 9 PIECE RETROSPOT ,3,09-12-2011 12:50,4.95,12680,France
